Row ID;Order Priority;Discount;Unit Price;Shipping Cost;Customer ID;Customer Name;Ship Mode;Customer Segment;Product Category;Product Sub-Category;Product Container;Product Name;Product Base Margin;Country;Region;State or Province;City;Postal Code;Order Date;Ship Date;Profit;Quantity ordered new;Sales;Order ID
24396;Low;0.1;54.1;19.99;2287;Samuel Newman;Regular Air;Corporate;Office Supplies;Storage & Organization;Small Box;Desktop 3-Pocket Hot File®;0.59;United States;South;South Carolina;Summerville;29483;19/02/15;24/02/15;34.068;9;469.59;90147
19243;Critical;0.01;7.59;4;2289;Ryan Herman;Regular Air;Home Office;Furniture;Office Furnishings;Wrap Bag;Master Giant Foot® Doorstop, Safety Yellow;0.42;United States;Central;Minnesota;Burnsville;55337;04/05/15;04/05/15;2.97;17;136.25;88165
21334;Not Specified;0;42.98;4.62;2290;Glen Robertson;Regular Air;Home Office;Office Supplies;Appliances;Small Box;Belkin F9M820V08 8 Outlet Surge;0.56;United States;Central;Minnesota;Coon Rapids;55433;06/01/15;08/01/15;385.3029;12;558.41;88163
21335;Not Specified;0.03;21.78;5.94;2290;Glen Robertson;Regular Air;Home Office;Office Supplies;Appliances;Medium Box;Holmes HEPA Air Purifier;0.5;United States;Central;Minnesota;Coon Rapids;55433;06/01/15;08/01/15;187.2;13;290.22;88163
19723;Medium;0.07;80.98;7.18;2290;Glen Robertson;Regular Air;Corporate;Technology;Computer Peripherals;Small Box;Logitech Cordless Navigator Duo;0.48;United States;Central;Minnesota;Coon Rapids;55433;04/02/15;06/02/15;779.4723;15;1129.67;88164
24673;Critical;0.07;270.98;50;2302;Beth Dolan;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;0.77;United States;South;Florida;Panama City;32404;11/02/15;13/02/15;27.726;9;2439.37;87695
23344;High;0.1;12.53;0.49;2302;Beth Dolan;Regular Air;Corporate;Office Supplies;Labels;Small Box;Round Specialty Laser Printer Labels;0.38;United States;South;Florida;Panama City;32404;03/01/15;04/01/15;244.464;8;92.02;87696
23345;High;0.1;146.34;43.75;2302;Beth Dolan;Delivery Truck;Corporate;Furniture;Tables;Jumbo Box;Bevis Round Conference Table Top & Single Column Base;0.64;United States;South;Florida;Panama City;32404;03/01/15;04/01/15;-473.578;2;283.55;87696
6673;Critical;0.07;270.98;50;2303;Joe Baldwin;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;0.77;United States;East;New York;New York City;10011;11/02/15;13/02/15;-96.05;36;9757.48;47493
5345;High;0.1;146.34;43.75;2303;Joe Baldwin;Delivery Truck;Corporate;Furniture;Tables;Jumbo Box;Bevis Round Conference Table Top & Single Column Base;0.64;United States;East;New York;New York City;10011;03/01/15;04/01/15;-270.85;6;850.64;37987
19934;High;0;90.48;19.99;2305;Pat Kinney;Regular Air;Small Business;Office Supplies;Envelopes;Small Box;Tyvek® Side-Opening Peel & Seel® Expanding Envelopes;0.4;United States;Central;South Dakota;Watertown;57201;21/06/15;24/06/15;800.2551;12;1159.79;89869
23313;Low;0.08;9.48;7.29;2308;Laurence Cummings;Regular Air;Small Business;Furniture;Office Furnishings;Small Pack;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;0.45;United States;South;Florida;Lehigh Acres;33971;24/03/15;26/03/15;-50.4;2;20.22;90557
23314;Low;0.03;193.17;19.99;2308;Laurence Cummings;Regular Air;Small Business;Office Supplies;Storage & Organization;Small Box;Fellowes Staxonsteel® Drawer Files;0.71;United States;South;Florida;Lehigh Acres;33971;24/03/15;28/03/15;-348.754;8;1548.97;90557
26048;High;0.08;68.81;60;2323;Emma Buckley;Delivery Truck;Small Business;Office Supplies;Appliances;Jumbo Drum;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;0.41;United States;West;California;Coachella;92236;16/03/15;17/03/15;-550.43;5;337.86;88721
26049;High;0.04;21.38;8.99;2323;Emma Buckley;Regular Air;Small Business;Office Supplies;Pens & Art Supplies;Small Pack;Boston 1730 StandUp Electric Pencil Sharpener;0.59;United States;West;California;Coachella;92236;16/03/15;18/03/15;-52.12;4;84.21;88721
23053;Not Specified;0.06;4.98;4.62;2323;Emma Buckley;Express Air;Small Business;Technology;Computer Peripherals;Small Pack;"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack";0.64;United States;West;California;Coachella;92236;19/06/15;19/06/15;-27.005;7;38.74;88722
25456;Medium;0.06;28.53;1.49;2330;Kara Foster;Regular Air;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;Lock-Up Easel 'Spel-Binder';0.38;United States;Central;Iowa;Marion;52302;24/03/15;27/03/15;74.6385;5;134.09;90964
19441;High;0.06;180.98;26.2;2333;Megan Woods;Delivery Truck;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;Global Ergonomic Managers Chair;0.59;United States;Central;Wisconsin;Green Bay;54302;23/06/15;24/06/15;-122.235;1;191.73;89611
23721;Low;0.06;60.65;12.23;2334;Stephanie Hawkins;Regular Air;Consumer;Furniture;Office Furnishings;Medium Box;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";0.64;United States;Central;Wisconsin;Greenfield;53220;06/04/15;08/04/15;427.0065;10;618.85;89608
23693;Not Specified;0.05;14.81;13.32;2334;Stephanie Hawkins;Regular Air;Small Business;Office Supplies;Appliances;Small Box;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;0.43;United States;Central;Wisconsin;Greenfield;53220;09/04/15;11/04/15;-190.49;8;115.99;89609
23694;Not Specified;0.08;2.78;1.25;2334;Stephanie Hawkins;Regular Air;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 318;0.59;United States;Central;Wisconsin;Greenfield;53220;09/04/15;10/04/15;-8.77;7;19.46;89609
24952;Low;0.06;3.74;0.94;2334;Stephanie Hawkins;Regular Air;Home Office;Office Supplies;Rubber Bands;Wrap Bag;Rubber Band Ball;0.83;United States;Central;Wisconsin;Greenfield;53220;02/06/15;09/06/15;-7.685;12;44.75;89610
25241;Critical;0.06;2.08;5.33;2338;Lynn Hines;Regular Air;Home Office;Furniture;Office Furnishings;Small Box;Eldon® Wave Desk Accessories;0.43;United States;East;Maryland;College Park;20740;13/01/15;13/01/15;-82.5592;4;9.23;91480
26137;High;0.1;6.75;2.99;2338;Lynn Hines;Regular Air;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;Wilson Jones DublLock® D-Ring Binders;0.35;United States;East;Maryland;College Park;20740;29/03/15;29/03/15;18.1475;15;96.13;91481
22526;Medium;0.05;11.58;6.97;2339;Gordon Boswell;Regular Air;Home Office;Office Supplies;Envelopes;Small Box;Peel & Seel® Recycled Catalog Envelopes, Brown;0.35;United States;Central;Texas;Cloverleaf;77015;25/05/15;28/05/15;2.806;6;73.96;91482
19052;Medium;0.07;200.98;23.76;2345;Colleen Marsh;Delivery Truck;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;0.58;United States;South;Kentucky;Paducah;42003;14/03/15;15/03/15;-132.426;9;1805.9;89504
19053;Medium;0.02;179.29;29.21;2345;Colleen Marsh;Delivery Truck;Corporate;Furniture;Tables;Jumbo Box;Bevis Round Conference Table Top, X-Base;0.76;United States;South;Kentucky;Paducah;42003;14/03/15;14/03/15;-411.236;2;311.41;89504
20776;Low;0.03;297.64;14.7;2346;Sylvia Kumar;Delivery Truck;Corporate;Technology;Office Machines;Jumbo Drum;Panasonic KX-P3200 Dot Matrix Printer;0.57;United States;South;Kentucky;Pleasure Ridge Park;40258;10/01/15;15/01/15;-48.972;12;3707.05;89503
21627;High;0.1;218.75;69.64;2346;Sylvia Kumar;Delivery Truck;Corporate;Furniture;Tables;Jumbo Box;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;0.77;United States;South;Kentucky;Pleasure Ridge Park;40258;20/05/15;21/05/15;62.298;17;2805.18;89505
18675;Critical;0.08;6.48;7.49;2351;Faye Silver;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 220;0.37;United States;East;Maryland;Crofton;21114;30/03/15;02/04/15;-119.32;13;80.86;86163
20904;Critical;0.06;59.76;9.71;2352;Kerry Beach;Regular Air;Consumer;Office Supplies;Storage & Organization;Small Box;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;0.57;United States;East;Maryland;Cumberland;21501;20/06/15;23/06/15;756.6747;18;1096.63;86165
20905;Critical;0.07;195.99;4.2;2352;Kerry Beach;Regular Air;Consumer;Technology;Telephones and Communication;Small Box;T65;0.56;United States;East;Maryland;Cumberland;21501;20/06/15;23/06/15;-222.343;4;632.12;86165
19270;Not Specified;0.09;71.37;69;2352;Kerry Beach;Regular Air;Home Office;Furniture;Tables;Large Box;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;0.68;United States;East;Maryland;Cumberland;21501;23/06/15;24/06/15;-1537.1356;19;1302.98;86166
25338;Critical;0.04;5.98;0.96;2353;Patrick Lowry;Regular Air;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 315;0.6;United States;East;Maryland;Edgewood;21040;29/04/15;30/04/15;52.6976;22;131.79;86164
25339;Critical;0.01;20.99;0.99;2353;Patrick Lowry;Regular Air;Corporate;Technology;Telephones and Communication;Wrap Bag;Accessory25;0.57;United States;East;Maryland;Edgewood;21040;29/04/15;30/04/15;-78.19416;2;35.33;86164
22649;Not Specified;0.1;78.69;19.99;2355;Clyde Burnett;Regular Air;Consumer;Furniture;Office Furnishings;Small Box;Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock;0.43;United States;West;California;Coachella;92236;15/02/15;16/02/15;465.4395;9;674.55;91304
21511;Medium;0.06;146.34;43.75;2355;Clyde Burnett;Delivery Truck;Consumer;Furniture;Tables;Jumbo Box;Bevis Round Conference Table Top & Single Column Base;0.65;United States;West;California;Coachella;92236;16/06/15;18/06/15;-89.27;12;1721.24;91306
24526;Medium;0;29.34;7.87;2356;Emma Bloom;Regular Air;Consumer;Furniture;Office Furnishings;Small Box;"Seth Thomas 14"" Putty-Colored Wall Clock";0.54;United States;West;Wyoming;Rock Springs;82901;15/03/15;17/03/15;385.37;22;668.38;91305
20798;Low;0.1;205.99;8.99;2358;Danielle Baird;Regular Air;Corporate;Technology;Telephones and Communication;Small Box;TimeportP7382;0.56;United States;South;Florida;Fort Lauderdale;33311;04/03/15;08/03/15;147;2;324.62;88267
18892;Critical;0.05;2.08;2.56;2358;Danielle Baird;Regular Air;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;Kleencut® Forged Office Shears by Acme United Corporation;0.55;United States;South;Florida;Fort Lauderdale;33311;14/02/15;16/02/15;-1045.016;19;40.93;88268
21772;Critical;0;7.28;1.77;2359;Annie Horne;Regular Air;Home Office;Office Supplies;Paper;Wrap Bag;Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad;0.37;United States;South;Florida;Fort Myers;33917;05/02/15;05/02/15;167.16;7;53.42;88265
24890;High;0.06;8.33;1.99;2361;Vincent Daniel;Regular Air;Corporate;Technology;Computer Peripherals;Small Pack;80 Minute Slim Jewel Case CD-R , 10/Pack - Staples;0.52;United States;South;Florida;Fruit Cove;32259;25/02/15;26/02/15;-344.82;1;8.49;88266
19369;High;0;5.77;5.92;2363;Jacob Murray;Regular Air;Home Office;Furniture;Office Furnishings;Medium Box;DAX Cubicle Frames - 8x10;0.55;United States;East;Ohio;Medina;44256;11/04/15;13/04/15;-61.5276;11;69.89;90040
21582;Low;0.07;5.98;5.79;2369;Mike G Hartman;Regular Air;Consumer;Office Supplies;Paper;Small Box;Xerox 1903;0.36;United States;South;Florida;Pembroke Pines;33024;13/01/15;15/01/15;-41.9727;13;77.42;90408
21988;Medium;0.01;1.76;0.7;2372;Marvin Parrott;Regular Air;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 310;0.56;United States;Central;Minnesota;Duluth;55803;15/03/15;16/03/15;-1.56;4;7.2;90714
22827;High;0.05;3.28;3.97;2376;Debra Batchelor;Regular Air;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 342;0.56;United States;West;Idaho;Moscow;83843;05/03/15;06/03/15;-100.24;18;61.29;91321
22828;High;0.03;6.98;9.69;2376;Debra Batchelor;Regular Air;Corporate;Office Supplies;Storage & Organization;Small Box;Eldon Shelf Savers™ Cubes and Bins;0.83;United States;West;Idaho;Moscow;83843;05/03/15;07/03/15;-262.62;15;109.15;91321
18151;Low;0.06;122.99;19.99;2379;Mildred Briggs;Regular Air;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;GBC Therma-A-Bind 250T Electric Binding System;0.37;United States;Central;Michigan;Garden City;48135;05/05/15;07/05/15;1019.7096;12;1477.84;86655
19898;Not Specified;0.07;3.38;0.85;2380;Lisa Branch;Regular Air;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;Avery Hi-Liter® Fluorescent Desk Style Markers;0.48;United States;Central;Michigan;Grand Rapids;49505;26/04/15;28/04/15;19.04;9;29.08;86654
18152;Low;0.08;68.81;60;2380;Lisa Branch;Delivery Truck;Small Business;Office Supplies;Appliances;Jumbo Drum;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;0.41;United States;Central;Michigan;Grand Rapids;49505;05/05/15;07/05/15;-1069.72;17;1162.46;86655
1898;Not Specified;0.07;3.38;0.85;2382;Geoffrey Saunders;Regular Air;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;Avery Hi-Liter® Fluorescent Desk Style Markers;0.48;United States;East;New York;New York City;10024;26/04/15;28/04/15;19.04;34;109.86;13606
151;Low;0.06;122.99;19.99;2382;Geoffrey Saunders;Regular Air;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;GBC Therma-A-Bind 250T Electric Binding System;0.37;United States;East;New York;New York City;10024;05/05/15;07/05/15;1408.1865;48;5911.35;962
152;Low;0.08;68.81;60;2382;Geoffrey Saunders;Delivery Truck;Small Business;Office Supplies;Appliances;Jumbo Drum;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;0.41;United States;East;New York;New York City;10024;05/05/15;07/05/15;-1069.72;68;4649.85;962
21171;Critical;0.1;130.98;30;2385;Janice Frye;Delivery Truck;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;0.78;United States;West;New Mexico;Las Cruces;88001;22/05/15;24/05/15;2000.11;18;2259.99;89184
23557;Not Specified;0.06;4.77;2.39;2391;Jacob McNeill;Regular Air;Corporate;Technology;Computer Peripherals;Small Pack;"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack";0.72;United States;East;New York;Oceanside;11572;25/05/15;26/05/15;-45.64;9;42.46;91122
23558;Not Specified;0.1;27.18;8.23;2391;Jacob McNeill;Regular Air;Corporate;Office Supplies;Envelopes;Small Box;Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White;0.38;United States;East;New York;Oceanside;11572;25/05/15;27/05/15;204.49;12;314.06;91122
21462;Not Specified;0;999.99;13.99;2391;Jacob McNeill;Regular Air;Corporate;Technology;Office Machines;Medium Box;Polycom Soundstation EX Audio-Conferencing Telephone, Black;0.36;United States;East;New York;Oceanside;11572;04/06/15;06/06/15;-1455.9972;1;1009.99;91123
21463;Not Specified;0.05;6.48;5.14;2391;Jacob McNeill;Express Air;Corporate;Office Supplies;Paper;Small Box;Xerox 23;0.37;United States;East;New York;Oceanside;11572;04/06/15;05/06/15;-22.56;13;92.16;91123
18277;Medium;0.02;6.48;7.91;2393;Debbie Dillon;Regular Air;Corporate;Office Supplies;Paper;Small Box;Xerox 216;0.37;United States;South;Georgia;Roswell;30076;29/05/15;31/05/15;-1191.526;2;16.5;86950
18197;High;0.06;105.29;10.12;2393;Debbie Dillon;Regular Air;Corporate;Furniture;Office Furnishings;Large Box;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;0.79;United States;South;Georgia;Roswell;30076;04/01/15;06/01/15;-45.01;12;1202.66;86951
20197;Critical;0.01;11.7;5.63;2394;Tina Monroe;Regular Air;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;Fellowes Binding Cases;0.4;United States;South;Georgia;Sandy Springs;30328;01/05/15;03/05/15;39.21;16;196.69;86949
20198;Critical;0.03;4.55;1.49;2394;Tina Monroe;Regular Air;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;Presstex Flexible Ring Binders;0.35;United States;South;Georgia;Sandy Springs;30328;01/05/15;01/05/15;100.38;9;40.28;86949
24954;Not Specified;0.04;60.97;4.5;2395;Beverly Roberts;Regular Air;Corporate;Office Supplies;Appliances;Small Box;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;0.56;United States;South;Georgia;Savannah;31401;23/03/15;24/03/15;79.4232;15;904.31;86952
22369;Not Specified;0.03;7.64;5.83;2398;Julian F Wolfe;Regular Air;Corporate;Office Supplies;Paper;Wrap Bag;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";0.36;United States;Central;Illinois;Hanover Park;60103;24/02/15;26/02/15;-15.0904;12;96.86;86373
19001;Medium;0;65.99;3.99;2417;Ken H Frazier;Regular Air;Consumer;Technology;Telephones and Communication;Small Box;StarTAC 7760;0.59;United States;South;Virginia;Oakton;22124;14/03/15;15/03/15;-60.564;13;765.65;86754
20325;Critical;0.03;2.1;0.7;2418;Kyle Fink;Regular Air;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;Sanford EarthWrite® Recycled Pencils, Medium Soft, #2;0.57;United States;South;Virginia;Petersburg;23805;06/01/15;07/01/15;-1473.906;4;8.72;86750
21724;High;0.1;599.99;24.49;2418;Kyle Fink;Regular Air;Consumer;Technology;Copiers and Fax;Large Box;Canon PC1080F Personal Copier;0.5;United States;South;Virginia;Petersburg;23805;10/01/15;11/01/15;-343.126;11;6355.69;86753
21725;High;0.06;2.78;1.25;2418;Kyle Fink;Regular Air;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 318;0.59;United States;South;Virginia;Petersburg;23805;10/01/15;12/01/15;66.36;10;28.09;86753
22376;Not Specified;0.07;225.04;11.79;2419;Sandra Faulkner;Regular Air;Consumer;Office Supplies;Appliances;Medium Box;Holmes Harmony HEPA Air Purifier for 17 x 20 Room;0.42;United States;South;Virginia;Portsmouth;23701;26/03/15;26/03/15;-162.918;5;1130.15;86751
22377;Not Specified;0.03;7.84;4.71;2419;Sandra Faulkner;Regular Air;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal;0.35;United States;South;Virginia;Portsmouth;23701;26/03/15;29/03/15;859.7178;7;54.37;86751
25271;High;0.04;9.11;2.15;2420;Wesley Cho;Regular Air;Consumer;Office Supplies;Paper;Wrap Bag;"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""";0.4;United States;South;Virginia;Richmond;23223;06/05/15;06/05/15;-23.072;11;100.87;86752
18802;Not Specified;0.05;150.98;43.71;2422;Arlene Wiggins Dalton;Delivery Truck;Home Office;Furniture;Chairs & Chairmats;Jumbo Drum;Global Airflow Leather Mesh Back Chair, Black;0.55;United States;Central;Texas;Huntsville;77340;24/05/15;25/05/15;650.3;12;1857.08;89053
19817;Medium;0.09;3.89;7.01;2422;Arlene Wiggins Dalton;Express Air;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;Avery Binder Labels;0.37;United States;Central;Texas;Huntsville;77340;22/01/15;24/01/15;-154.307;10;42.56;89055
25126;Low;0.04;100.98;7.18;2423;Nicholas Wallace;Regular Air;Home Office;Technology;Computer Peripherals;Small Box;Logitech Cordless Elite Duo;0.4;United States;Central;Texas;Hurst;76053;21/01/15;26/01/15;269.94;4;414.91;89054
21761;High;0.08;30.93;3.92;2426;Dorothy Holt;Regular Air;Small Business;Furniture;Office Furnishings;Small Pack;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;0.44;United States;Central;Texas;Irving;75061;15/03/15;16/03/15;63.0591;3;91.39;90859
20496;Low;0.08;4.48;49;2426;Dorothy Holt;Regular Air;Small Business;Office Supplies;Appliances;Large Box;Hoover Portapower™ Portable Vacuum;0.6;United States;Central;Texas;Irving;75061;02/05/15;02/05/15;139.5801;37;202.29;90861
20497;Low;0;17.67;8.99;2426;Dorothy Holt;Regular Air;Small Business;Furniture;Office Furnishings;Small Pack;"Executive Impressions 12"" Wall Clock";0.47;United States;Central;Texas;Irving;75061;02/05/15;09/05/15;109.67;9;168.71;90861
23729;High;0.03;40.99;19.99;2427;John Merritt;Regular Air;Corporate;Office Supplies;Paper;Small Box;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;0.36;United States;Central;Texas;Keller;76248;17/02/15;18/02/15;395.308;21;885.65;90860
22562;Not Specified;0.1;14.28;2.99;2430;Kimberly Reilly;Regular Air;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;Avery Premier Heavy-Duty Binder with Round Locking Rings;0.39;United States;Central;Texas;Killeen;76541;24/03/15;25/03/15;104.9145;11;152.05;91108
22105;Not Specified;0.04;7.08;2.35;2430;Kimberly Reilly;Regular Air;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;SANFORD Major Accent™ Highlighters;0.47;United States;Central;Texas;Killeen;76541;10/04/15;11/04/15;24.59;7;49.1;91109
20731;Low;0.03;140.99;4.2;2430;Kimberly Reilly;Regular Air;Home Office;Technology;Telephones and Communication;Small Box;7160;0.59;United States;Central;Texas;Killeen;76541;29/03/15;06/04/15;-458.744;2;246.44;91110
3490;Not Specified;0.05;8.85;5.6;2431;Troy Cassidy;Regular Air;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;GBC Standard Plastic Binding Systems Combs;0.36;United States;West;California;Los Angeles;90004;10/06/15;11/06/15;-9.177;21;199.08;24869
819;High;0.07;155.06;7.07;2431;Troy Cassidy;Regular Air;Consumer;Office Supplies;Storage & Organization;Small Box;Dual Level, Single-Width Filing Carts;0.59;United States;West;California;Los Angeles;90004;19/05/15;19/05/15;-121.75;14;2039.07;5920
18819;High;0.07;155.06;7.07;2432;Lindsay Tate;Regular Air;Consumer;Office Supplies;Storage & Organization;Small Box;Dual Level, Single-Width Filing Carts;0.59;United States;Central;Oklahoma;Midwest City;73110;19/05/15;19/05/15;24.35;3;436.94;89096
20286;Not Specified;0.09;5.4;7.78;2432;Lindsay Tate;Express Air;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;3M Organizer Strips;0.37;United States;Central;Oklahoma;Midwest City;73110;06/06/15;08/06/15;-34.7645;6;37.38;89097
21490;Not Specified;0.05;8.85;5.6;2433;Debra P May;Regular Air;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;GBC Standard Plastic Binding Systems Combs;0.36;United States;Central;Oklahoma;Moore;73160;10/06/15;11/06/15;-7.3416;5;47.4;89095
19566;Low;0.09;90.97;14;2437;Judith Shepherd;Delivery Truck;Home Office;Technology;Office Machines;Jumbo Drum;Lexmark Z54se Color Inkjet Printer;0.36;United States;Central;Wisconsin;Muskego;53150;01/03/15;03/03/15;35.29;3;260;90301
20157;Medium;0.02;63.94;14.48;2441;Kenneth Capps;Regular Air;Consumer;Furniture;Office Furnishings;Small Box;"Howard Miller 16"" Diameter Gallery Wall Clock";0.46;United States;South;Florida;Melbourne;32935;04/04/15;04/04/15;-100.17;11;709.7;89300
20158;Medium;0.01;5.02;5.14;2442;Natalie Aldridge;Regular Air;Consumer;Technology;Computer Peripherals;Small Pack;Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack;0.79;United States;South;Florida;Merritt Island;32953;04/04/15;06/04/15;-3.948;5;27.42;89300
21084;High;0.05;58.1;1.49;2443;Danny Richmond;Regular Air;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;Avery Arch Ring Binders;0.38;United States;South;Florida;Miami;33142;18/01/15;18/01/15;1633.986;13;739.06;89299
25304;Not Specified;0.06;2.28;5.2;2443;Danny Richmond;Regular Air;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow;0.41;United States;South;Florida;Miami;33142;01/06/15;03/06/15;-2002.6314;13;30.47;89301
25742;High;0.09;6.48;7.03;2448;Melanie Morrow;Regular Air;Consumer;Office Supplies;Paper;Small Box;Xerox 214;0.37;United States;Central;Minnesota;Edina;55410;29/06/15;01/07/15;-126.208;16;96.96;87790
20687;Not Specified;0.08;4.13;1.17;2450;Tonya Miller;Regular Air;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;Newell 31;0.57;United States;Central;Wisconsin;Janesville;53545;23/05/15;25/05/15;-5.54;1;4.21;90322
21198;Medium;0.06;3499.99;24.49;2454;Donna Braun;Express Air;Corporate;Technology;Copiers and Fax;Large Box;Canon imageCLASS 2200 Advanced Copier;0.37;United States;South;Alabama;Hoover;35244;01/03/15;04/03/15;-68.432;1;3550.28;89219
25536;High;0.07;179.99;19.99;2456;Joan Beach;Regular Air;Home Office;Technology;Computer Peripherals;Small Box;Motorola SB4200 Cable Modem;0.48;United States;South;Alabama;Mobile;36608;22/01/15;23/01/15;733.2822;7;1188.63;89218
25537;High;0.02;92.23;39.61;2456;Joan Beach;Express Air;Home Office;Furniture;Office Furnishings;Medium Box;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;0.67;United States;South;Alabama;Mobile;36608;22/01/15;23/01/15;-905.9904;11;1009.93;89218
25535;High;0.02;15.22;9.73;2457;Yvonne Collier;Regular Air;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black";0.36;United States;Central;Minnesota;Lino Lakes;55014;22/01/15;22/01/15;-21.63242;9;140.7;89218
22321;High;0.03;6.48;8.73;2458;Troy Casey;Regular Air;Home Office;Office Supplies;Paper;Small Box;Xerox 227;0.37;United States;Central;Minnesota;Edina;55410;03/01/15;05/01/15;-35.04;2;15.95;91285
21190;Medium;0.05;12.88;4.59;2458;Troy Casey;Regular Air;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Wrap Bag;Martin-Yale Premier Letter Opener;0.82;United States;Central;Minnesota;Edina;55410;23/05/15;25/05/15;5.98;3;42.35;91286
4321;High;0.03;6.48;8.73;2460;Lucille Gibbons;Regular Air;Home Office;Office Supplies;Paper;Small Box;Xerox 227;0.37;United States;East;New York;New York City;10035;03/01/15;05/01/15;-35.04;8;63.78;30785
4322;High;0.07;9.93;1.09;2460;Lucille Gibbons;Regular Air;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;Peel-Off® China Markers;0.43;United States;East;New York;New York City;10035;03/01/15;06/01/15;149.53;46;451.61;30785
25859;High;0.09;1.74;4.08;2464;Joe George;Express Air;Consumer;Furniture;Office Furnishings;Small Pack;Eldon Regeneration Recycled Desk Accessories, Smoke;0.53;United States;South;Louisiana;Bossier City;71111;11/05/15;13/05/15;608.262;4;10.41;88713
25860;High;0.08;227.55;32.48;2464;Joe George;Delivery Truck;Consumer;Furniture;Tables;Jumbo Box;Hon Rectangular Conference Tables;0.68;United States;South;Louisiana;Bossier City;71111;11/05/15;11/05/15;-570.1696;16;2849.64;88713
25807;Not Specified;0.05;6.28;5.36;2464;Joe George;Regular Air;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;GBC Standard Plastic Binding Systems' Combs;0.4;United States;South;Louisiana;Bossier City;71111;20/01/15;23/01/15;1.278;6;38.04;88714
